Status,Status,Commit Hash,Message,Notes,Problem
,,332c6134b,"Merge #15894: Remove duplicated ""Error: "" prefix in logs",,FALSE
,,ca80fec97,Merge #16286: refactoring: wallet: Fix GCC 7.4.0 warning,,FALSE
,,1b28bca04,Merge #16287: refactor: remove extra CBlockIndex declaration,,FALSE
,,3077f11da,Merge #16289: test: Add missing ECC_Stop() in GUI rpcnestedtests.cpp,,FALSE
,,7400135b7,Merge #16278: tests: Remove unused includes,,FALSE
,,935cd6b1e,Merge #16300: util: Explain why the path is cached,,FALSE
,,0f309541a,Merge #16258: [MSVC]: Create the config.ini as part of bitcoind build,,FALSE
,,04710b6d8,Merge #15964: Docs: Improve build-osx document formatting,,FALSE
,,fd925e9b1,Merge #16313: doc: Fix broken link in doc/build-osx.md,,FALSE
,,e7f3450b7,Merge #16302: test: Add missing syncwithvalidationinterfacequeue to wallet_balance test,,FALSE
,,6e9eda556,Merge #16271: build: remove -Wall from rapidcheck build flags,,FALSE
,,b3edacb52,Merge #16309: [MSVC] allow user level project customization,,FALSE
,,121280876,Merge #16257: [wallet] abort when attempting to fund a transaction above -maxtxfee,,FALSE
Done (Merged to dashpay),,3ccab6470,Merge #16212: addrdb: Avoid eating inodes - remove temporary files created by SerializeFileDB in case of errors,,FALSE
,,6c21a801f,Merge #15538: wallet_bumpfee.py: Make sure coin selection produces change,,FALSE
,,c6e42f1ca,Merge #14193: validation: Add missing mempool locks,,FALSE
,,2f717fb5c,Merge #15427: Add support for descriptors to utxoupdatepsbt,,FALSE
Done (Merged to dashpay),,c84349a14,Merge #16314: scripts and tools: Update copyright_header.py script,,FALSE
,,4db2f8cf0,Merge #16153: Qt: Add antialiasing to traffic graph widget,,FALSE
,,e06067387,Merge #16250: signrawtransactionwithkey: report error when missing redeemScript/witnessScript,,FALSE
Done (Merged to dashpay),,7d7b832d6,Merge #16262: rpc: Allow shutdown while in generateblocks,,FALSE
Done (Merged to dashpay),,7f985d6c8,Merge #16158: Fix logic of memory_cleanse() on MSVC and clean up docs,,FALSE
,,38fbb575e,Merge #16294: qt: test: Create at most one testing setup,,FALSE
,,085cac6b9,Merge #14734: fix an undefined behavior in uint::SetHex,,FALSE
,,9339008a9,Merge #15483: rpc: Adding a 'logpath' entry to getrpcinfo,,FALSE
,,11de669d8,Merge #16325: rpc: Clarify that block count means height excl genesis,,FALSE
,,91c345eb9,Merge #16299: bench: Move generated data to a dedicated translation unit,,FALSE
Done (Merged to dashpay),,1381ddbcf,Merge #16329: test: Add tests for getblockchaininfo.softforks,,FALSE
Done (Merged to dashpay),,dfdcb3dfe,Merge #16330: docs: Use placeholder instead of key expiration date,,FALSE
,,1088b90cb,Merge #16327: scripts and tools: Update ShellCheck linter,,FALSE
,,4f378ac30,Merge #16308: [MSVC] Copy build output to src/ automatically after build,,FALSE
,,8c69fae94,Merge #15457: Check std::system for -[alert|block|wallet]notify,,FALSE
,,584168c7f,Merge #16326: [RPC] add new utxoupdatepsbt arguments to the CRPCCommand and CPRCCvertParam tables,,FALSE
,,f373beebb,Merge #16344: build: use #if HAVE_SYSTEM instead of defined(HAVE_SYSTEM),,FALSE
,,05623c021,Merge #16350: qt: Remove unused guard,,FALSE
Done (Merged to dashpay),,2b465195e,Merge #16339: doc: add reduce-memory.md,,FALSE
,,e1a8d76af,Merge #16347: doc: Include static members in Doxygen,,FALSE
,,f5a01cf25,Merge #16332: rpc: Add logpath description for getrpcinfo,,FALSE
,,983c84844,Merge #16352: build: prune dbus from depends,,FALSE
,,b5fa2319d,Merge #15687: test: tool wallet test coverage for unexpected writes to wallet,,FALSE
,,2679bb891,Merge #16106: gui: Sort wallets in open wallet menu,,FALSE
,,488204018,Merge #16291: gui: Stop translating PACKAGE_NAME,,FALSE
,,0a6ee9797,Merge #16267: bench: Benchmark blockToJSON,,FALSE
,,345f42a9e,Merge #14505: test: Add linter to make sure single parameter constructors are marked explicit,,FALSE
Done (Merged to dashpay),,c799976c8,Merge #16128: Delete error-prone CScript constructor only used with FindAndDelete,,FALSE
,,8046a3e0b,Merge #16348: qt: Assert QMetaObject::invokeMethod result,,FALSE
,,357488f66,Merge #16240: JSONRPCRequest-aware RPCHelpMan,,FALSE
,,8d1286014,Merge #16237: Have the wallet give out destinations instead of keys,,FALSE
,,5859b7dc6,Merge #16338: test: Disable other targets when enable-fuzz is set,,FALSE
,,d1fc82730,Merge #16270: depends: expat 2.2.7,,FALSE
,,6c1e45c4c,Merge #16322: wallet: Fix -maxtxfee check by moving it to CWallet::CreateTransaction,,FALSE
,,ff0aad8a4,Merge #16361: Remove redundant pre-TopUpKeypool check,,FALSE
,,4fcccdac7,Merge #16244: Move wallet creation out of the createwallet rpc into its own function,,FALSE
Done (Merged to dashpay),,28d1353f4,Merge #15649: Add ChaCha20Poly1305@Bitcoin AEAD,,FALSE
,,735d6b57e,Merge #16227: Refactor CWallet's inheritance chain,,FALSE
,,3453cf26d,Merge #15277: contrib: Enable building in Guix containers,,FALSE
,,536590f35,Merge #16334: test: rpc_users: Also test rpcauth.py with password.,,FALSE
Done (Merged to dashpay),,0822b44d8,Merge #15282: test: Replace hard-coded hex tx with class in test framework,,FALSE
,,6d37ed888,Merge #15824: docs: Improve netbase comments,,FALSE
,,29082e8f4,Merge #16380: Remove unused bits from the service flags enum,,FALSE
Done (Merged to dashpay),,8f9725c83,Merge #16390: qa: Add --filter option to test_runner.py,,FALSE
,,8f604361e,Merge #16194: refactor: share blockmetadata with BlockManager,,FALSE
,,24dbcf380,Merge #15891: test: Require standard txs in regtest by default,,FALSE
,,459baa175,Merge #16208: wallet: Consume ReserveDestination on successful CreateTransaction,,FALSE
Done (Merged to dashpay),,0515406ac,Merge #16374: test: Enable passing wildcard test names to test runner from root,,FALSE
Done (Merged to dashpay),,65d12110d,Merge #16405: fix: tor: Call event_base_loopbreak from the event's callback,,FALSE
,,e5abb59a9,Merge #16379: Fix autostart filenames on Linux for testnet/regtest,,FALSE
,,89d7229c9,Merge #16420: QA: Fix race condition in wallet_encryption test,,FALSE
,,59ce537a4,Merge #16152: Disable bloom filtering by default.,VERY likely we will not merge this,FALSE
Done (Merged to dashpay),,c7b7cf299,Merge #16422: test: remove redundant setup in addrman_tests,,FALSE
Done (Merged to dashpay),,f4b1fe716,Merge #16412: net: Make poll in InterruptibleRecv only filter for POLLIN events.,,FALSE
,,51a6e2c41,Merge #15681: [mempool] Allow one extra single-ancestor transaction per package,,FALSE
,,67737cf22,Merge #16438: travis: Print memory and number of cpus,,FALSE
,,ad4391ca3,"Merge #16430: doc: Update bips 35, 37 and 111 status",,FALSE
,,848f245d0,Merge #16355: refactor: move CCoinsViewErrorCatcher out of init.cpp,,FALSE
,,e6e99d4f7,Merge #16408: depends: Prune X packages,,FALSE
,,67923d6b3,Merge #16366: init: Use InitError for all errors in bitcoind/qt,,FALSE
,K_Staged (merged to Kitty local repo),0626b8cbd,Merge #16445: test: Skip flaky p2p_invalid_messages test on macOS,,FALSE
,,d960d5ca9,Merge #16362: Add bilingual_str type,,FALSE
Done (Merged to dashpay),,d5a54ce8f,Merge #15305: [validation] Crash if disconnecting a block fails,,FALSE
,,fe001925f,"Merge #16455: doc: Remove downgrading warning in release notes, per 0.18 branch",,FALSE
,,fcc4025c1,Merge #16459: [qa] Fix race condition in example_test.py,,FALSE
,,a54a12046,Merge #16386: depends: disable unused Qt features,,FALSE
,,dbf4f3f86,Merge #16301: Use CWallet::Import* functions in all import* RPCs,,FALSE
,,c606e6fc5,Merge #15996: rpc: Deprecate totalfee argument in `bumpfee`,,FALSE
,,dfb7fd60f,Merge #16402: Remove wallet settings from chainparams,,FALSE
,,1139e3cb7,Merge #16415: Get rid of PendingWalletTx class,,FALSE
,,febf3a856,"Merge #15588: Log the actual wallet file version and no longer publicly expose the ""version"" record",,FALSE
,,94df084f2,Merge #16468: Exclude depends/Makefile in .gitignore,,FALSE
,P_Staged (merged to Pasta local repo),3489b7151,Merge #16464: [qa] Ensure we don't generate a too-big block in p2sh sigops test,,FALSE
,,5c2885f9b,Merge #16481: Trivial: add missing space,,FALSE
Done (Merged to dashpay),,502ec0227,Merge #16424: build: Treat -Wswitch as error when --enable-werror,,FALSE
,,f735851be,Merge #16467: rpc: sendrawtransaction help privacy note,,FALSE
,,29220250c,Merge #16441: build: remove qt libjpeg check from bitcoin_qt.m4,,FALSE
,,74ea1f3b0,Merge #16399: wallet: Improve wallet creation,,FALSE
Done (Merged to dashpay),,b21acab82,Merge #15993: net: Drop support of the insecure miniUPnPc versions,,FALSE
,,2a7c3bc49,Merge #16436: gui: Do not create payment server if -disablewallet option provided,,FALSE
,,68da54987,Merge #16471: [mempool] log correct messages when CPFP fails,,FALSE
,P_Staged (merged to Pasta local repo),241008800,Merge #16491: qa: fix deprecated log.warn in feature_dbcrash test,,FALSE
,,478fe328a,Merge #16475: wallet: Enumerate walletdb keys,,FALSE
,,33894612c,Merge #16484: doc: update labels in CONTRIBUTING.md,,FALSE
,,ff57fb457,"Merge #15709: wallet: Do not add ""setting"" key as unknown",,FALSE
,,53b5a4f7e,Merge #16483: doc: update Python command in msvc readme,,FALSE
,,bd35ec36f,Merge #16434: build: Specify AM_CPPFLAGS for ZMQ,,FALSE
,,74f1a27f2,Merge #15134: tests: Switch one of the Travis jobs to an unsigned char environment (-funsigned-char),,FALSE
,,39763b755,Merge #16433: txmempool: Remove unused default value MemPoolRemovalReason::UNKNOWN,,FALSE
,,8241b5150,Merge #16451: Remove CMerkleTx,,FALSE
,,00922b872,Merge #15906: [wallet] Move min_depth and max_depth to coin control,,FALSE
,,f89113626,Merge #16505: Changes verbosity of msbuild from quiet to normal in the appveyor script,,FALSE
,,3f288a1c0,Merge #16504: doc: Add release note for the deprecated totalFee option of bumpfee,,FALSE
,,7821821a2,Merge #16452: refactor: use RelayTransaction in BroadcastTransaction utility,,FALSE
,,5639d71a0,Merge #16293: test: Make test cases separate functions,,FALSE
Done (Merged to dashpay),,25f0edd59,Merge #16448: doc: add note on precedence of options in bitcoin.conf,,FALSE
,,b7fbf74b9,Merge #16502: wallet: Drop unused OldKey,,FALSE
,,6841b0134,Merge #16394: Allow createwallet to take empty passwords to make unencrypted wallets,,FALSE
,,75656988a,Merge #16514: gui: Remove unused RPCConsole::tabFocus,,FALSE
Done (Merged to dashpay),,79816278e,Merge #16470: test: Fail early on disconnect in mininode.wait_for_*,,FALSE
,,e653eeff7,Merge #16277: [Tests] Suppress output in test_bitcoin for expected errors,,FALSE
,,9f54e9ab9,Merge #16493: test: Fix test failures,,FALSE
,,d759b5d26,Merge #15911: Use wallet RBF default for walletcreatefundedpsbt,,FALSE
,,be0e8b4bf,Merge #15713: refactor: Replace chain relayTransactions/submitMemoryPool by higher method,,FALSE
,,3a3d8b835,Merge #16097: Refactor: Add Flags enum to ArgsManager class,,FALSE
Done (Merged to dashpay),,e55444a2a,Merge #16534: build: add Qt Creator Makefile.am.user to .gitignore,,FALSE
,,6b6386e85,Merge #16538: test: Add missing sync_blocks to feature_pruning,,FALSE
,,1063fc9cf,Merge #16536: doc: Update and extend benchmarking.md,,FALSE
,,c77f7cdbd,Merge #16197: net: Use mockable time for tx download,,FALSE
,,d5ea8f4bf,"Merge #16509: test: Adapt test framework for chains other than ""regtest""",,FALSE
,,62117f9f3,Merge #16363: test: Add test for BIP30 duplicate tx,,FALSE
,,31d98584f,"Merge #16497: gui: Generate bech32 addresses by default (take 2, fixup)",,FALSE
,,fbe4b7665,Merge #16530: doc: Fix grammar and punctuation in developer notes,,FALSE
,,b725979a1,Merge #16535: test: Explain why -whitelist is used in feature_fee_estimation,,FALSE
,Vlad_Staged (staged to Vladimir local repo),e5fdda68c,Merge #16554: test: only include and use OpenSSL where it's actually needed (BIP70),,FALSE
,,32776276e,Merge #16574: doc: Add historical release notes for 0.18.1,,FALSE
,,9ab9d6356,Merge #16503: Remove p2pEnabled from Chain interface,,FALSE
Done (Merged to dashpay),,e47e36cb4,Merge #16573: build: disable building libsecp256k1 benchmarks,,FALSE
,,ac3e65204,Merge #16585: doc: Update Markdown syntax for bdb packages,,FALSE
,,9059a6f24,Merge #16349: qt: Remove redundant WalletController::addWallet slot,,FALSE
,,00dad5e0e,Merge #16581: sipsorcery gitian key,,FALSE
,,b499d8576,Merge #16557: [wallet] restore coinbase and confirmed/conflicted checks in SubmitMemoryPoolAndRelay(),,FALSE
,,b799ebcc1,Merge #16566: util: refactor upper/lowercase functions,,FALSE
,,c3b605cf1,Merge #16586: doc: Mention other ways to conserve memory on compilation,,FALSE
,,05ccbe9a2,Merge #16598: test: Remove confusing hash256 function in util,,FALSE
,,b120645e8,Merge #16595: travis: use extended 90 minute timeout when available,,FALSE
Done (Merged to dashpay),,b49e7796c,Merge #16533: build: disable libxcb extensions,,FALSE
,,286332495,Merge #16605: Add missing contributor to 0.18.1 release notes,,FALSE
,,e7df1ecd1,Merge #14934: Descriptor expansion cache clarifications,,FALSE
,,034575e9c,Merge #16609: descriptor: fix missed m_script_arg arg renaming in #14934,,FALSE
,,0753c7392,Merge #16596: rpc: Fix getblocktemplate CLI example,,FALSE
Done (Merged to dashpay),,24f29790c,Merge #16589: build: Remove unused src/obj-test folder,,FALSE
,,a7aa80902,Merge #16563: test: Add unit test for AddTimeData,,FALSE
,P_Staged (merged to Pasta local repo),67be6d7a1,Merge #16248: Make whitebind/whitelist permissions more flexible,,FALSE
Done (Merged to dashpay),,f418c3379,Merge #16435: autoconf: Sane `--enable-debug` defaults.,,FALSE
,,8516285d2,Merge #16615: doc: Fix typos in COPYRIGHT,,FALSE
,,8fc7f0cba,Merge #16578: Do not pass in command line arguments to QApplication,,FALSE
,,e00501e00,Merge #16561: tests: Use colors and dots in test_runner.py output only if standard output is a terminal,,FALSE
,,8bd5e0af9,Merge #16465: test: Test p2sh-witness and bech32 in wallet_import_rescan,,FALSE
,,85883a9f8,Merge #16443: refactor: have CCoins* data managed under CChainState,,FALSE
,,367b023ae,Merge #16582: test: Rework ci (Use travis only as fallback env),,FALSE
,,1bf2ff2bf,Merge #16060: Bury bip9 deployments,,FALSE
,,14982b87e,Merge #16626: doc: Fix spelling error chache -> cache.,,FALSE
,,95a5918c9,Merge #16587: doc: Improve versionbits.h documentation,,FALSE
,,0d65106dc,Merge #16383: rpcwallet: default include_watchonly to true for watchonly wallets,,FALSE
,,93bacb8cc,Merge #16612: qt: Remove menu icons,,FALSE
,,21a165325,Merge #16620: util: Move ResolveErrMsg to util/error,,FALSE
,,aed15edf1,Merge #16633: travis: Fix test_runner.py timeouts,,FALSE
,P_Staged (merged to Pasta local repo),b80cdfec9,Merge #16618: [Fix] Allow connection of a noban banned peer,,FALSE
,,7a960ba77,Merge #15986: Add checksum to getdescriptorinfo,,FALSE
,,1124be611,Merge #16622: build: echo property tests status during build,,FALSE
,,e8a6d5272,Merge #16542: Return more specific errors about invalid descriptors,,FALSE
,,48e5bfe22,Merge #16643: doc: Add ZMQ dependencies to the Fedora build instructions,,FALSE
Done (Merged to dashpay),,91ed1b3e0,Merge #16634: doc: Refer in rpcbind doc to the manpage,,FALSE
,P_Staged (merged to Pasta local repo),ed9a2a37c,Merge #16631: net: The default whitelistrelay should be true,,FALSE
Done (Merged to dashpay),,27ee0cc5a,Merge #16646: qa: Run tests with UPnP disabled,,FALSE
,,c79bf3277,Merge #16625: scripts: remove github-merge.py,,FALSE
,,1d74693e8,"Merge #16555: doc: mention whitelist is inbound, and applies to blocksonly",,FALSE
,,8b42db130,Merge #16623: ci: Add environment files for all settings,,FALSE
,,83112db12,Merge #15864: Fix datadir handling,,FALSE
,P_Staged (merged to Pasta local repo),bd62f8d6e,Merge #16645: doc: initial RapidCheck property-based testing documentation,,FALSE
Done (Merged to dashpay),,e00ecb3d7,Merge #16611: build: Remove src/obj directory from repository,,FALSE
,,70b12af87,Merge #16647: rpc: add weight to getmempoolentry output,,FALSE
,,8ee572f09,Merge #16371: build: ignore macOS make deploy artefacts & add them to clean-local,,FALSE
,,01ebaa05a,Merge #16572: wallet: Fix Char as Bool in Wallet,,FALSE
,,6dfa9efa3,Merge #16656: test: fix rpc_setban.py race,,FALSE
Done (Merged to dashpay),,868a8cea1,Merge #16674: refactor: remove obsolete qt algorithm usage,,FALSE
,,52b979711,Merge #16670: util: Add Join helper to join a list of strings,,FALSE
,,12f7147c8,Merge #16570: tests: Make descriptor tests deterministic,,FALSE
,,43eaf76e0,"Merge #16654: build: latest rapidcheck, update configuration",,FALSE
,,d72758c3f,Merge #16677: gui: remove unused PlatformStyle::TextColorIcon,,FALSE
,,442a9c647,Merge #16691: doc: improve depends prefix documentation,,FALSE
Done (Merged to dashpay),,d86a906a8,Merge #16694: gui: Ensure transaction send error is always visible,,FALSE
,,910ff94cf,Merge #16690: Prepare release notes for 0.19,,FALSE
Done (Merged to dashpay),,3ca514ddb,Merge #16370: depends: cleanup package configure flags,,FALSE
,,db67101c7,Merge #16665: scripts: move update-translations.py to maintainer-tools repo,,FALSE
,,af4100cd6,Merge #16404: qa: Test ZMQ notification after chain reorg,,FALSE
,,adff8fe32,Merge #16629: doc: Add documentation for the new whitelist permissions,,FALSE
Done (Merged to dashpay),,efe1ee0d8,Merge #16730: Support serialization of std::vector<bool>,,FALSE
,,215eec3bb,Merge #16723: doc: Update labels in CONTRIBUTING.md,,FALSE
,,d21e8aa0a,Merge #16732: doc: Add spacing to command in translation_process.md,,FALSE
,,a7be1cc92,Merge #16728: move-only: move coins statistics utils out of RPC,,FALSE
,,2d38950e5,Merge #16742: test: add executable flag for wallet_watchonly.py,,FALSE
,,119e97ae2,Merge #16740: qa: Relax so that the subscriber is ready before publishing zmq messages,,FALSE
,,cc40b55da,Merge #16726: tests: Avoid common Python default parameter gotcha when mutable dict/list:s are used as default parameter values,,FALSE
,,93305e6d4,Merge #14879: qt: Add warning messages to the debug window,,FALSE
,,7fbbd6fbd,Merge #16746: msbuild: Ignore linker warning,,FALSE
Done (Merged to dashpay),,085fe7629,Merge #16461: doc: Tidy up shadowing section,,FALSE
Done (Merged to dashpay),,9546a7859,Merge #16621: doc: add default bitcoin.conf locations,,FALSE
,,fc5b756ba,Merge #16556: Fix systemd service file configuration directory setup,,FALSE
,,1f77c5c3e,"Merge #16739: ci: Pass down $MAKEJOBS to test_runner.py, other improvements",,FALSE
,,aca76b9ee,Merge #16708: qt: Replace obsolete functions of QSslSocket,,FALSE
Done (Merged to dashpay),,b7ff38972,Merge #16752: doc: Delete stale URL in test README,,FALSE
,,dcfd85acb,Merge #16750: msbuild: adds bench_bitcoin to auto generated project files,,FALSE
,,d20d171f2,Merge #16701: qt: Replace functions deprecated in Qt 5.13,,FALSE
,,1f8378508,Merge #15615: Add log output during initial header sync,,FALSE
,,75142ece6,Merge #16706: qt: Replace deprecated QSignalMapper by lambda expressions,,FALSE
Done (Merged to dashpay),,d8fc99791,Merge #16695: rpc: Add window final block height to getchaintxstats,,FALSE
,,bcf7004a8,Merge #16707: qt: Remove obsolete QModelIndex::child(),,FALSE
Done (Merged to dashpay),,74da99e01,Merge #14862: doc: Declare BLOCK_VALID_HEADER reserved,,FALSE
,,a8ecd0dad,Merge #16753: wallet: extract PubKey from P2PK script with Solver,,FALSE
,,f5db3f212,Merge #16758: qt: Replace QFontMetrics::width() with TextWidth(),,FALSE
Done (Merged to dashpay),,de048a59a,Merge #16760: qt: Change uninstall icon on Windows,,FALSE
,,e9ef1b2c2,Merge #16716: wallet: Use wallet name instead of pointer on unload/release,,FALSE
Done (Merged to dashpay),,495db72ee,Merge #16767: test: Check for codespell in lint-spelling.sh,,FALSE
,,7d6f63cc2,Merge #16720: qt: Replace objc_msgSend() function calls with the native Objective-C syntax,,FALSE
,,6519be605,Merge #13868: Remove unused fScriptChecks parameter from CheckInputs,,FALSE
,,33f9750b1,Merge #16185: gettransaction: add an argument to decode the transaction,,FALSE
,,d3e672119,Merge #16788: gui: Update transifex slug for 0.19,,FALSE
,,6e431296d,Merge #16745: wallet: Translate all initErrors in CreateWalletFromFile,,FALSE
,,8e00a6855,"Merge #16774: Avoid unnecessary ""Synchronizing blockheaders"" log messages",,FALSE
Done (Merged to dashpay),,761fe07ba,Merge #16768: test: Make lint-includes.sh work from any directory,,FALSE
,,45be44cce,Merge #15257: Scripts and tools: Bump flake8 to 3.7.8,,FALSE
,,cbde2bc80,Merge #16804: test: Remove unused try-block in assert_debug_log,,FALSE
Done (Merged to dashpay),,5667b0d75,Merge #16792: Assert that the HRP is lowercase in Bech32::Encode,,FALSE
,,5e202382a,Merge #16624: wallet: encapsulate transactions state,,FALSE
,,ae3e3bd15,Merge #16793: refactor: Avoid locking cs_main in ProcessNewBlockHeaders,,FALSE
,,46494b08e,Merge #16798: Refactor rawtransaction_util's SignTransaction to separate prevtx parsing,,FALSE
,,0d20c42a0,Merge #16421: Conservatively accept RBF bumps bumping one tx at the package limits,,FALSE
,,e4b974830,Merge #16810: guix: Remove ssp spec file hack,,FALSE
,,b5a8d0cff,Merge #15450: gui: Create wallet menu option,,FALSE
,,189c19e01,Merge #15759: p2p: Add 2 outbound block-relay-only connections,,FALSE
,,410b745fe,Merge #16735: gui: Remove unused menu items for Windows and Linux,,FALSE
,,91fcb9ff6,Merge #16830: refactor: wallet: Cleanup walletinitinterface.h,,FALSE
,,08bb4c315,Merge #16285: rpc: Improve scantxoutset response and help message,,FALSE
,,4c329d43a,Merge #16826: Do additional character escaping for wallet names and address labels,,FALSE
,,5b4e6886e,Merge #16806: doc: Add issue templates for bug and feature request,,FALSE
,,8af835a72,Merge #16796: wallet: Fix segfault in CreateWalletFromFile,,FALSE
,,335b34c30,Merge #16725: Don't show addresses or P2PK in decoderawtransaction,,FALSE
,,d8fe24cbf,Merge #16489: log: harmonize bitcoind logging,,FALSE
,,59681beb8,Merge #16477: build: skip deploying plugins we dont use in macdeployqtplus,,FALSE
,K_Staged (merged to Kitty local repo),33c466a64,Merge #16787: rpc: Human readable network services,,FALSE
,,750c2fbf2,Merge #16680: Preparations for more testchains,,FALSE
,,1985c4efd,Merge #16413: depends: Bump QT to LTS release 5.9.8,,FALSE
,,2296fe65f,Merge #16251: Improve signrawtransaction error reporting,,FALSE
,,2324aa1dc,"Merge #15529: Add Qt programs to msvc build (updated, no code changes)",,FALSE
,,04d9939f4,Merge #16850: test: `servicesnames` field in `getpeerinfo` and `getnetworkinfo`,,FALSE
,,ca97d292c,Merge #16551: test: Test that low difficulty chain fork is rejected,,FALSE
,,884f7cc81,Merge #16714: gui: add prune to intro screen with smart default,,FALSE
,,a199f7522,Merge #16857: doc: Elaborate need to re-login on Debian-based after usermod for Tor group,,FALSE
,,102998ea0,Merge #15584: build: disable BIP70 support by default,,FALSE
,,fb4f5beb6,Merge #16854: Prevent UpdateTip log message from being broken up,,FALSE
,,4bfef0dae,Merge #16866: wallet: Rename 'decode' argument in gettransaction method to 'verbose',,FALSE
,,a40ccbb19,Merge #16858: Qt: advise users not to switch wallets when opening a BIP70 URI.,,FALSE
,,b0a7a76c9,Merge #16873: rpc: fix regression in gettransaction,,FALSE
,,9debfd0e2,Merge #16863: doc: Add a missing closing parenthesis in the bitcoin-wallet's help,,FALSE
,,a953429a0,Merge #16822: gui: Create wallet menu option follow-ups,,FALSE
,,19f301def,Merge #16871: build: make building protobuf optional in depends,,FALSE
,,871d3ae45,Merge #16757: doc: CChainState return values,,FALSE
,,eb812257a,Merge #16847: doc: add comments clarifying how local services are advertised,,FALSE
,,cd737214c,Merge #16737: test: Establish only one connection between nodes in rpc_invalidateblock,,FALSE
,P_Staged (merged to Pasta local repo),796b71363,Merge #16845: test: Add notes on how to generate data/wallets/high_minversion,,FALSE
,,92f35acb3,Merge #16882: qt: Re-generate translations before 0.19.0,,FALSE
,,f18a9065e,"Merge #16812: doc: Fix whitespace errs in .md files, bitcoin.conf, and Info.plist.in",,FALSE
,,318890b1e,Merge #16888: test: Bump timeouts in slow running tests,,FALSE
,,99beda47f,Merge #16864: test: Add python bech32 impl round-trip test,,FALSE
,,b3067f433,Merge #16865: test: add some unit tests for merkle.cpp,,FALSE
Done (Merged to dashpay),,cc1d7fd57,Merge #16879: build: remove redundant sed patching,,FALSE
Done (Merged to dashpay),,4b5e5ef4c,Merge #16809: depends: zlib: Move toolchain options to configure,,FALSE
,,feb162d50,Merge #14696: qa: Add explicit references to related CVE's in p2p_invalid_block test.,,FALSE
,,408c92038,Merge #16400: refactor: Rewrite AcceptToMemoryPoolWorker() using smaller parts,,FALSE
,,72d30d668,Merge #16512: rpc: Shuffle inputs and outputs after joining psbts,,FALSE
,,dd8cf82e9,Merge #15146: Solve SmartOS FD_ZERO build issue,,FALSE
,,0ee047423,Merge #16521: rpc: Use the default maxfeerate value as BTC/kB,,FALSE
,,cfcaa9759,Merge #16907: test: lint: Add DisabledOpcodeTemplates to whitelist,,FALSE
,,59c138d2f,Merge #16898: test: Remove connect_nodes_bi,,FALSE
,,9bf5768dd,Merge #16885: doc: Update tx-size-small comment with relevant CVE disclosure,,FALSE
,,7d4bc60f1,Merge #16743: refactor: move LoadChainTip/RelayBlocks under CChainState,,FALSE
,,630ec7bf41,Merge #16900: doc: Fix doxygen comment for SignTransaction in rpc/rawtransaction_util,,FALSE
Done (Merged to dashpay),,587003d380,Merge #16914: doc: Update homebrew instruction for doxygen,,FALSE
,,a73775e4d5,Merge #16917: tests: Move common function assert_approx() into util.py,,FALSE
,,04321494ae,Merge #16921: tests: Add information on how to add Vulture suppressions,,FALSE
,,f8b0b190aa,Merge #16920: test: Fix extra_args in wallet_import_rescan.py,,FALSE
Done (Merged to dashpay),,cf57e33cc6,Merge #16870: build: update boost macros to latest upstream for improved error reporting,,FALSE
,,13377b7a69,Merge #16918: test: Make PORT_MIN in test runner configurable,,FALSE
Done (Merged to dashpay),,3ce8298888,Merge #15558: Don't query all DNS seeds at once,,FALSE
,,c838f2707a,Merge #16941: travis: Disable feature_block in tsan run due to OOM,,FALSE
,,36604b4ef5,Merge #16912: doc: Remove Doxygen intro from src/bitcoind.cpp,,FALSE
,P_Staged (merged to Pasta local repo),6393da8fdc,Merge #16960: doc: replace outdated OpenSSL comment in test README,,FALSE
,,742cd77f6f,Merge #16929: test: follow-up to rpc: default maxfeerate value as BTC/kB,,FALSE
,,4116a50595,Merge #16959: ci: Set $HOST before setting fallback values,,FALSE
,,ae3902ee3f,Merge #16928: gui: Rename address checkbox back to bech32,,FALSE
,,4c4ff4911a,Merge #16961: test: Remove python dead code linter,,FALSE
,,fdfaeb67de,Merge #16956: validation: Make GetWitnessCommitmentIndex public,,FALSE
,,003f2d20b1,"Merge #16837: depends: qt: Fix {C{,XX},LD}FLAGS pickup",,FALSE
Done (Merged to dashpay),,ab765c2ec7,Merge #16577: util: CBufferedFile fixes and unit test,,FALSE
,,6288f15f50,Merge #16968: doc: Remove MSVC update step from translation process,,FALSE
,,a6c8aed1f1,Merge #16817: rpc: Fix casing in getblockchaininfo to be inline with other fields,,FALSE
,,6b2210f101,Merge #16713: Ignore old versionbit activations to avoid 'unknown softforks' warning,,FALSE
,,9edb2b6550,Merge #16953: doc: Improve test READMEs,,FALSE
,,26a7437045,Merge #16982: build: Factor out qt translations from build system,,FALSE
Done (Merged to dashpay),,6b9405e319,Merge #16957: 9% less memory: make SaltedOutpointHasher noexcept,,FALSE
Done (Merged to dashpay),,942e275018,Merge #16962: doc: Put PR template in comments,,FALSE
Done (Merged to dashpay),,d6026ec874,Merge #16971: qt: Change default size of intro frame,,FALSE
,,bb83d23ad8,Merge #16926: depends: Add OpenSSL termios fix for musl libc,,FALSE
,,df692600c6,Merge #16927: depends: Refresh ZeroMQ 4.3.1 patch,,FALSE
Done (Merged to dashpay),,b658ca71b3,Merge #16931: test: add unittests for CheckProofOfWork,,FALSE
