Status,Status,Commit Hash,Message,Notes,Problem
Done (Merged to dashpay),,affe9271a,Merge #10997: RPC: Add option -stdinrpcpass to bitcoin-cli to allow RPC password to be read from standard input,,FALSE
Done (Merged to dashpay),,4ae6d0fbe,Merge #10798: [tests] [utils] test bitcoin-cli,,FALSE
Done (Merged to dashpay),,77fc469fc,"Merge #11108: Changing -txindex requires -reindex, not -reindex-chainstate",,FALSE
Done (Merged to dashpay),,3f726c99f,"Merge #11112: [developer-notes] By default, declare single-argument constructors ""explicit""",,FALSE
Done (Merged to dashpay),,07c92b98e,Merge #10976: [MOVEONLY] Move some static functions out of wallet.h/cpp,,FALSE
Done (Merged to dashpay),,7fd49d01d,Merge #11151: Fix header guards using reserved identifiers,,FALSE
Done (Merged to dashpay),,a084767b4,Merge #11155: Trivial: Documentation fixes for CVectorWriter ctors,,FALSE
Done (Merged to dashpay),,ede386c21,Merge #11160: Improve versionbits_computeblockversion test code consistency,,FALSE
DNM (Did Not Merge),,6ca151362,Merge #11153: Add meshcollider Gitian PGP key,not needed,FALSE
Done (Merged to dashpay),,5b8af7b87,Merge #11169: [GUI] Make tabs toolbar no longer have a context menu,,FALSE
Done (Merged to dashpay),,c7229ac36,Merge #11131: rpc: Write authcookie atomically,,FALSE
Done (Merged to dashpay),,298251161,Merge #11138: Compat: Simplify bswap_16 implementation,,FALSE
Done (Merged to dashpay),,745bbdc18,Merge #11161: Remove redundant explicitly defined copy ctors,,FALSE
Done (Merged to dashpay),,9c833f471,Merge #11145: Fix rounding bug in calculation of minimum change,,FALSE
DNM (Did Not Merge),,df91e11ae,Merge #11126: Acquire cs_main lock before cs_wallet during wallet initialization,I believe not needed..,FALSE
Done (Merged to dashpay),,f088a1bb3,Merge #10303: [bench] Include ms/blk stats in Connect* benchmarks.,,FALSE
Done (Merged to dashpay),,cee4fe1d5,Merge #11144: Move local include to before system includes,,FALSE
Done (Merged to dashpay),,60dd9cc47,Merge #10781: Python cleanups,,FALSE
Done (Merged to dashpay),,91e49c51f,Merge #10859: RPC: gettxout: Slightly improve doc and tests,,FALSE
Done (Merged to dashpay),,a90e6d2bf,Merge #11150: [tests] Add getmininginfo test,,FALSE
Done (Merged to dashpay),,d81dccf19,Merge #10777: [tests] Avoid redundant assignments. Remove unused variables,,FALSE
Done (Merged to dashpay),,28f788e47,Merge #11121: TestNode tidyups,really annoying,FALSE
Done (Merged to dashpay),,ec20f01ba,Merge #11215: [tests] fixups from set_test_params(),,FALSE
,,108222b9c,Merge #11136: Docs: Add python3 to list of dependencies on some platforms,"skipping, we are missing prior backports I think",FALSE
DNM (Did Not Merge),,81f8c0378,Merge #11216: Update hmac_sha256.h,,FALSE
DNM (Did Not Merge),,ce665863b,Merge #11198: [Qt] Fix display of package name on 'open config file' tooltip,not needed,FALSE
Done (Merged to dashpay),,50fae68d4,Merge #10701: Remove the virtual specifier for functions with the override specifier,,FALSE
Done (Merged to dashpay),,e0e3cbbf0,Merge #11179: rpc: Push down safe mode checks,,FALSE
Done (Merged to dashpay),,ba05971bf,Merge #11236: Add note on translations to CONTRIBUTING.md,,FALSE
Done (Merged to dashpay),,df8c72237,Merge #11176: build: Rename --enable-experimental-asm to --enable-asm and enable by default,,FALSE
Done (Merged to dashpay),,38a54a50f,Merge #11164: Fix boost headers included as user instead of system headers,,FALSE
Done (Merged to dashpay),,14eae7818,Merge #11241: [tests] Improve signmessages functional test,,FALSE
Done (Merged to dashpay),,3aa60b7ff,Merge #11143: Fix include path for bitcoin-config.h,,FALSE
Done (Merged to dashpay),,001041df8,Merge #11234: Remove redundant testutil.cpp|h files,,FALSE
Done (Merged to dashpay),,4eb1f39d4,Merge #11173: RPC: Fix currency unit string in the help text,,FALSE
Done (Merged to dashpay),,777519bd9,Merge #11246: github-merge: Coalesce git fetches,,FALSE
Done (Merged to dashpay),,a31e9ad4f,Merge #11247: qt: Use IsMine to validate custom change address,,FALSE
DNM (Did Not Merge),,28485c783,Merge #10825: net: set regtest JSON-RPC port to 18443 to avoid conflict with testnet 18332,"not needed, regtest port is already different I'm pretty sure",FALSE
Done (Merged to dashpay),,6866b4912,Merge #10596: Add vConnect to CConnman::Options,,FALSE
Done (Merged to dashpay),,815fe6242,Merge #10357: Allow setting nMinimumChainWork on command line,,FALSE
Done (Merged to dashpay),,5368614aa,Merge #11210: Stop test_bitcoin-qt touching ~/.bitcoin,,FALSE
Done (Merged to dashpay),,21e2f2f79,Merge #11135: Update developer notes with RPC response guidelines,,FALSE
Done (Merged to dashpay),,31809d6f8,Merge #11067: [qa] TestNode: Add wait_until_stopped helper method,,FALSE
Done (Merged to dashpay),,59e17899a,"Merge #8330: Structure Packing Optimizations in C{,Mutable}Transaction",,FALSE
DNM (Did Not Merge),,d745b4cf7,Merge #11203: rpc: add wtxid to mempool entry output,witness,FALSE
Done (Merged to dashpay),,39ae41389,Merge #10845: Remove unreachable code,,FALSE
Done (Merged to dashpay),,961901f77,Merge #11117: Prepare for non-Base58 addresses,,FALSE
Done (Merged to dashpay),,bc561b4b7,Merge #11099: [RPC][mempool]: Add savemempool RPC,,FALSE
Done (Merged to dashpay),,6acdb1fab,Merge #11238: Add assertions before potential null deferences,,FALSE
Done (Merged to dashpay),,bcc8a620e,Merge #11219: [docs] explain how to recompile a modified unit test,,FALSE
Done (Merged to dashpay),,089b742a2,Merge #11259: Remove duplicate destination decoding,,FALSE
Done (Merged to dashpay),,66a5b419e,Merge #10838: (finally) remove getinfo,"we already partially backported this, not sure if we want to finish or not",FALSE
Done (Merged to dashpay),,645a7ecc0,Merge #11125: Add bitcoin-cli -stdin and -stdinrpcpass functional tests,,FALSE
DNM (Did Not Merge),,f65614726,Merge #10779: Create dependencies.md,,FALSE
Done (Merged to dashpay),,2a56baf39,Merge #10682: Trivial: Move the AreInputsStandard documentation next to its implementation,,FALSE
Done (Merged to dashpay),,9c8f3655c,Merge #10911: [qt] Fix typo and access key in optionsdialog.ui,,FALSE
Done (Merged to dashpay),,ea729d55b,"Merge #10770: Drop upgrade-cancel callback registration for a generic ""cancelable""",,FALSE
Done (Merged to dashpay),,a3624ddb1,Merge #11156: Fix memory leaks in qt/guiutil.cpp,,FALSE
Done (Merged to dashpay),,e7f125562,Merge #11237: qt: Fixing division by zero in time remaining,,FALSE
Done (Merged to dashpay),,2f0d3e604,Merge #11232: Ensure that data types are consistent,,FALSE
Done (Merged to dashpay),,e6ab88a45,Merge #10916: add missing lock to crypter GetKeys(),,FALSE
DNM (Did Not Merge),,52f887752,"Merge #11260: travis: Assert default datadir isn't created, Run scripted diff only once",I'm on strike regarding travis,FALSE
DNM (Did Not Merge),,638e6c59d,Merge #11271: travis: filter out pyenv,I'm on strike regarding travis,FALSE
Done (Merged to dashpay),,723e58065,Merge #10756: net processing: swap out signals for an interface class,,FALSE
Done (Merged to dashpay),,efb4383ef,Merge #10793: Changing &var[0] to var.data(),,FALSE
Done (Merged to dashpay),,791a0e6dd,Merge #10767: [wallet] Clarify wallet initialization / destruction interface,,FALSE
,,c22a53cd6,Merge #11250: Bump wallet version to 159900 and remove the `usehd` option,"we can't do this, hd isn't default",FALSE
,,3255d6347,Merge #11285: Add -usehd to excluded args in check-doc.py,"cant do, b/c 11250",FALSE
Done (Merged to dashpay),,11dacc615,Merge #11286: [depends] Don't build libevent sample code,,FALSE
DNM (Did Not Merge),,ee50c9e48,Merge #11276: [Docs] Update CONTRIBUTING.md to reduce unnecessary review workload,"skipping, we don't need/want",FALSE
DNM (Did Not Merge),,16e41844e,Merge #11297: Make sure ~/.bitcoin doesn't exist before build,I'm on strike regarding travis,FALSE
Done (Merged to dashpay),,31e72b284,"Merge #11268: [macOS] remove Growl support, remove unused code",,FALSE
DNM (Did Not Merge),,1afc22a76,"Merge #11100: Fix confusing blockmax{size,weight} options, dont default to throwing away money",,FALSE
Done (Merged to dashpay),,b9bceaf1c,Merge #11252: [P2P] When clearing addrman clear mapInfo and mapAddr.,,FALSE
Done (Merged to dashpay),,b37cab65c,Merge #11230: [tests] fixup dbcrash interaction with add_nodes(),,FALSE
Done (Merged to dashpay),,c377feaad,Merge #11267: rpc: update cli for estimate*fee argument rename,,FALSE
DNM (Did Not Merge),,b148803b1,Merge #11264: [doc] Fix broken Markdown table in dependencies.md,,FALSE
Done (Merged to dashpay),,ce829855c,Merge #10691: Trivial: Properly comment about shutdown process in init.cpp file.,,FALSE
DNM (Did Not Merge),,801dd4066,Merge #7142: Travis: Test build against system libs (& Qt4),I don't do travis,FALSE
DNM (Did Not Merge),,cce94c518,Merge #11311: travis: Revert default datadir check,I don't do travis,FALSE
Done (Merged to dashpay),,96ac26e56,Merge #11310: [tests] Test listwallets RPC,,FALSE
Done (Merged to dashpay),,8df48b36e,Merge #11308: [qa] zapwallettxes: Wait up to 3s for mempool reload,,FALSE
Done (Merged to dashpay),,42973f834,Merge #11078: [tests] Make p2p-leaktests.py more robust,,FALSE
Done (Merged to dashpay),,7fcd61b26,Merge #10753: test: Check RPC argument mapping,minus travis,FALSE
Done (Merged to dashpay),,f4ed44ab4,Merge #11300: Tests: Add a lint check for trailing whitespace,minus travis,FALSE
DNM (Did Not Merge),,86700d3d0,doc: add release-notes for 0.15.0 to master,,FALSE
Done (Merged to dashpay),,96d91b79b,contrib: Ignore historical release notes for whitespace check,,FALSE
Done (Merged to dashpay),,0f399a9ff,Merge #11326: Fix crash on shutdown with invalid wallet,,FALSE
Done (Merged to dashpay),,ae233c4ec,Merge #11330: Trivial: Fix comments for DEFAULT_WHITELIST[FORCE]RELAY,,FALSE
,,09627b1dd,"Merge #11332: Fix possible crash with invalid nCustomFeeRadio in QSettings (achow101, TheBlueMatt)",not needed?,FALSE
Done (Merged to dashpay),,e278f86c5,Merge #11196: Switch memory_cleanse implementation to BoringSSL's to ensure memory clearing even with -lto,,FALSE
Done (Merged to dashpay),,d6d2c8503,Merge #11340: Trivial: Fix validation comments,,FALSE
Done (Merged to dashpay),,44e1fd926,Merge #11345: [tests] Check connectivity before sending in assumevalid.py,,FALSE
Done (Merged to dashpay),,4ce2f3d0d,Merge #11323: mininode: add an optimistic write and disable nagle,,FALSE
DNM (Did Not Merge),,1ab1b687c,doc: Add release notes for 0.15.0.1,,FALSE
,,4f7e37e26,Merge #11307: wallet: Display non-HD error on first run,"not doing yet, can't rn",FALSE
Done (Merged to dashpay),,44313d825,Merge #11334: qt: Remove custom fee radio group and remove nCustomFeeRadio setting,,FALSE
DNM (Did Not Merge),,284748027,Merge #11305: [doc] Update release notes and manpages for 0.16,,FALSE
Done (Merged to dashpay),,551d7bf60,Merge #11132: Document assumptions that are being made to avoid NULL pointer dereferences,,FALSE
Done (Merged to dashpay),,98212745c,Merge #10888: range-based loops and const qualifications in net.cpp,,FALSE
Done (Merged to dashpay),,49f3d57ee,Merge #11116: [script] Unit tests for script/standard and IsMine functions.,,FALSE
Done (Merged to dashpay),,6c4fecfaf,Merge #11351: Refactor: Modernize disallowed copy constructors/assignment,,FALSE
Done (Merged to dashpay),,390771be6,Merge #11380: Remove outdated share/certs/ directory,,FALSE
Done (Merged to dashpay),,94c9015bc,Merge #11385: Remove some unused functions and methods,,FALSE
Done (Merged to dashpay),,877678710,Merge #11301: add m_added_nodes to connman options,,FALSE
DNM (Did Not Merge),,c6223b3da,Merge #11362: Remove nBlockMaxSize from miner opt struct as it is no longer used.,"not needed, segwit",FALSE
Done (Merged to dashpay),,aeed345c9,Merge #10953: [Refactor] Combine scriptPubKey and amount as CTxOut in CScriptCheck,,FALSE
Done (Merged to dashpay),,10a20bf77,Merge #11338: qt: Backup former GUI settings on `-resetguisettings`,,FALSE
Done (Merged to dashpay),,12ed800ab,Merge #11390: [docs] document scripted-diff,,FALSE
Done (Merged to dashpay),,a3b4c5943,Merge #11392: Fix stale link in gitian-building.md,,FALSE
Done (Merged to dashpay),,2d8589930,Merge #11370: [test] Add getblockchaininfo functional test,,FALSE
Done (Merged to dashpay),,8cf88b4aa,Merge #11335: Replace save|restoreWindowGeometry with Qt functions,,FALSE
DNM (Did Not Merge),,67879b7c4,Merge #11377: Disallow uncompressed pubkeys in bitcoin-tx [multisig] output adds,witness dependant,FALSE
Done (Merged to dashpay),,0f8e09599,Merge #11288: More user-friendly error message when partially signing,,FALSE
DNM (Did Not Merge),,dc597bb89,Merge #11225: wallet: update stored witness in AddToWallet,witness dependant,FALSE
Done (Merged to dashpay),,2505c5c0a,Merge #11015: [Qt] Add delay before filtering transactions,,FALSE
Done (Merged to dashpay),,69c7ecef4,Merge #11408: Trivial: Fix parameter name typo in ErasePurpose walletdb method,,FALSE
Done (Merged to dashpay),,ef8340d25,Merge #11031: [rpc] deprecate estimatefee,,FALSE
Done (Merged to dashpay),,d90a00eab,Merge #11397: net: Improve and document SOCKS code,,FALSE
Done (Merged to dashpay),,c9a4aa8a0,Merge #10871: Handle getinfo in bitcoin-cli w/ -getinfo (revival of #8843),,FALSE
DNM (Did Not Merge),,4202273ff,Merge #11401: doc: move gitian building to external repo,"skipping for now, I dont believe this is important for us",FALSE
Done (Merged to dashpay),,9a8e9167f,"Merge #10858: [RPC] Add ""errors"" field to getblockchaininfo and unify ""errors"" field in get*info RPCs","
",FALSE
Done (Merged to dashpay),,9d31ed2e6,Merge #10663: net: split resolve out of connect,,FALSE
DNM (Did Not Merge),,a72003d79,Merge #11318: Put back inadvertently removed copyright notices,"No need, all of them are there",FALSE
DNM (Did Not Merge),,aa624b61c,Merge #11167: Full BIP173 (Bech32) support,I'm saying we don't want/need this rn... We might partially backport in the future,FALSE
DNM (Did Not Merge),,0ec9c9162,Merge #11417: Correct typo in comments,,FALSE
DNM (Did Not Merge),,bbc901d3a,Merge #11414: [docs] Remove partial gitian build instructions from descriptors dir.,,FALSE
Done (Merged to dashpay),,93d20a734,Merge #11309: Minor cleanups for AcceptToMemoryPool,,FALSE
Done (Merged to dashpay),,9c3c9cdae,Merge #10552: [Test] Tests for zmqpubrawtx and zmqpubrawblock,,FALSE
DNM (Did Not Merge),,ff4cd6075,"Merge #11319: [qa] Fix error introduced into p2p-segwit.py, and prevent future similar errors","Not needed due to segwit, and when I cherry-picked the rest there were no changes present",FALSE
Done (Merged to dashpay),,38c201f47,Merge #11418: Add error string for CLEANSTACK script violation,,FALSE
DNM (Did Not Merge),,763231051,Merge #11391: Remove lxcbr0 lines from gitian-build.sh,gitian-build.sh doesn't exsist anymore,FALSE
Done (Merged to dashpay),,e542728cd,Merge #11303: Fix estimatesmartfee rounding display issue,,FALSE
Done (Merged to dashpay),,c641ccac5,Merge #11422: qa: Verify DBWrapper iterators are taking snapshots,,FALSE
Done (Merged to dashpay),,10bee0dd4,"Merge #11284: Fix invalid memory access in CScript::operator+= (guidovranken, ajtowns)",,FALSE
Done (Merged to dashpay),,557aba6ce,Merge #11399: Fix bip68-sequence rpc test,,FALSE
Done (Merged to dashpay),,058c0f996,Merge #11432: Remove unused fTry from push_lock,,FALSE
Done (Merged to dashpay),,c5c77bdcc,Merge #11193: [Qt] Terminate string *pszExePath after readlink and without using memset,,FALSE
Done (Merged to dashpay),,339da9ca4,Merge #11411: script: Change SignatureHash input index check to an assert.,,FALSE
Done (Merged to dashpay),,90926db23,Merge #11021: [rpc] fix getchaintxstats(),,FALSE
Done (Merged to dashpay),,f199b8a33,Merge #11365: [Tests] Add Qt GUI tests to Overview and ReceiveCoin Page,,FALSE
DNM (Did Not Merge),,8ddf60db7,Merge #11407: [tests] add functional test for mempoolreplacement command line arg,not needed,FALSE
Done (Merged to dashpay),,dbc4ae039,"Merge #11293: Deduplicate CMerkleBlock construction code, add test coverage",,FALSE
Done (Merged to dashpay),,b4a509a3f,Merge #11433: qa: Restore bitcoin-util-test py2 compatibility,,FALSE
Done (Merged to dashpay),,093074b84,Merge #11419: Utils: Fix launchctl not being able to stop bitcoind,,FALSE
Done (Merged to dashpay),,9ccafb1d7,Merge #11421: Merge current secp256k1 subtree,,FALSE
Done (Merged to dashpay),,a4c833fec,"Merge #11443: [qa] Allow ""make cov"" out-of-tree; Fix rpc mapping check",,FALSE
DNM (Did Not Merge),,e12522dfd,Merge #11406: Add state message print to AcceptBlock failure message.,"dropping, at request of udjin",FALSE
Done (Merged to dashpay),,a1f7f1870,Merge #10939: [init] Check non-emptiness of -blocknotify command prior to executing,,FALSE
Done (Merged to dashpay),,7f11ef260,Merge #9937: rpc: Prevent `dumpwallet` from overwriting files,,FALSE
Done (Merged to dashpay),,74123eabd,Merge #11440: Fix validationinterface build on super old boost/clang,,FALSE
Done (Merged to dashpay),,167cef808,"Merge #11435: build: Make ""make clean"" remove all files created when running ""make check""",,FALSE
Done (Merged to dashpay),,e93fff146,Merge #11107: Fix races in AppInitMain and others with lock and atomic bools,,FALSE
Done (Merged to dashpay),,becbd71b0,Merge #11437: [Docs] Update Windows build instructions for using WSL and Ubuntu 17.04,,FALSE
Done (Merged to dashpay),,9e8ef9d99,Merge #10440: [tests] Add libFuzzer support,,FALSE
DNM (Did Not Merge),,17f2acedb,Merge #9572: Skip witness sighash cache for non-segwit transactions,not needed,FALSE
Done (Merged to dashpay),,d473e6ddc,Merge #11448: [gui] reset addrProxy/addrSeparateProxyTor if colon char missing,,FALSE
Done (Merged to dashpay),,da0478e6e,Merge #10961: Improve readability of DecodeBase58Check(...),,FALSE
Done (Merged to dashpay),,3a93270c5,"Merge #11367: [rpc] getblockchaininfo: add size_on_disk, prune_target_size",,FALSE
Done (Merged to dashpay),,92eadc395,Merge #11465: rpc: Update named args documentation for importprivkey,,FALSE
DNM (Did Not Merge),,c63364610,Merge #10853: [tests] Fix RPC failure testing (again),,FALSE
Done (Merged to dashpay),,e022463a4,"Merge #11460: [depends] mac_alias 2.0.6, ds_store 1.1.2",,FALSE
Done (Merged to dashpay),,5a9da37fb,Merge #11469: fix typo in comment of chain.cpp,,FALSE
Done (Merged to dashpay),,0e3a41135,Merge #8498: Near-Bugfix: Optimization: Minimize the number of times it is checked that no money...,,FALSE
Done (Merged to dashpay),,fef65c4f5,Merge #11113: [net] Ignore getheaders requests for very old side blocks,,FALSE
Done (Merged to dashpay),,364da2c52,Merge #10941: Add blocknotify and walletnotify functional tests,,FALSE
Done (Merged to dashpay),,892809309,Merge #11420: Bump univalue subtree and fix json formatting in tests,,FALSE
Done (Merged to dashpay),,a865b38bf,Merge #11133: Document assumptions that are being made to avoid division by zero,,FALSE
Done (Merged to dashpay),,3bb77ebee,Merge #11073: Remove dead store in ecdsa_signature_parse_der_lax.,,FALSE
Done (Merged to dashpay),,f74459dba,Merge #11277: Fix uninitialized URI in batch RPC requests,,FALSE
Done (Merged to dashpay),,470c730e3,"Merge #10898: Fix invalid checks (NULL checks after dereference, redundant checks, etc.)",,FALSE
Done (Merged to dashpay),,424be0330,Merge #10099: Slightly Improve Unit Tests for Checkqueue,,FALSE
Done (Merged to dashpay),,8c2de827e,"Merge #7061: [Wallet] Add RPC call ""rescanblockchain <startheight> <stopheight>""",,FALSE
Done (Merged to dashpay),,326a5652e,Merge #11456: Replace relevant services logic with a function suite.,,FALSE
Done (Merged to dashpay),,6ab0e4cf4,Merge #10672: Avoid division by zero in the case of a corrupt estimates file,,FALSE
Done (Merged to dashpay),,2c66cea2d,Merge #11496: [Trivial] Add missing comma from rescanblockchain example,,FALSE
Done (Merged to dashpay),,14b860bf6,Merge #11513: [trivial] [tests] A few Python3 tidy ups,,FALSE
Done (Merged to dashpay),,808c84f89,Merge #11483: Fix importmulti bug when importing an already imported key,,FALSE
Done (Merged to dashpay),,26fee4f6b,Merge #11062: [mempool] Mark mempool import fails that were found in mempool as 'already there',,FALSE
Done (Merged to dashpay),,ffa5159ce,Merge #11508: Fix crash via division by zero assertion,,FALSE
Done (Merged to dashpay),,b645f368f,Merge #11492: [wallet] Fix leak in CDB constructor,,FALSE
Done (Merged to dashpay),,2ca518def,Merge #11486: [tests] Add uacomment tests,,FALSE
Done (Merged to dashpay),,a1d78b59f,Merge #11006: Improve shutdown process,,FALSE
Done (Merged to dashpay),,50d72b357,Merge #11495: [trivial] Make namespace explicit for is_regular_file,,FALSE
Done (Merged to dashpay),,6759a24ea,"Merge #11472: qa: Make tmpdir option an absolute path, misc cleanup",,FALSE
Done (Merged to dashpay),,937613d21,Merge #11467: Fix typos. Use nullptr instead of NULL.,,FALSE
Done (Merged to dashpay),,02ac8c892,Merge #11452: Improve ZMQ functional test,,FALSE
DNM (Did Not Merge),,b9e1299f0,Merge #11521: travis: move back to the minimal image,I don't do travis,FALSE
DNM (Did Not Merge),,13f53b750,Merge #11527: Remove my testnet DNS seed as I currently don't have the capacity to …,no need,FALSE
Done (Merged to dashpay),,99e93de6f,Merge #11476: Avoid opening copied wallet databases simultaneously,,FALSE
Done (Merged to dashpay),,ff92fbf24,Merge #11529: Avoid slow transaction search with txindex enabled,,FALSE
Done (Merged to dashpay),,e668a6e61,Merge #11539: [verify-commits] Allow revoked keys to expire,,FALSE
Done (Merged to dashpay),,c0e513941,"Merge #11458: Don't process unrequested, low-work blocks",,FALSE
Done (Merged to dashpay),,6157e8ce3,Merge #11499: [Qt] Add upload and download info to the peerlist (debug menu),,FALSE
DNM (Did Not Merge),,57ee73990,"Merge #11538: qa: Fix race condition failures in replace-by-fee.py, sendheaders.py",,FALSE
Done (Merged to dashpay),,cf8c4a763,Merge #11530: Add share/rpcuser to dist. source code archive,,FALSE
Done (Merged to dashpay),,d93fa261f,Merge #11490: Disconnect from outbound peers with bad headers chains,,FALSE
Done (Merged to dashpay),,b5545d8df,Merge #10409: [tests] Add fuzz testing for BlockTransactions and BlockTransactionsRequest,,FALSE
Done (Merged to dashpay),,ba216b5fa,Merge #11568: Disconnect outbound peers on invalid chains,,FALSE
Done (Merged to dashpay),,bb9ab0fcc,Merge #11541: Build: Fix Automake warnings when running autogen.sh,,FALSE
Done (Merged to dashpay),,8335cb478,Merge #11578: net: Add missing lock in ProcessHeadersMessage(...),,FALSE
DNM (Did Not Merge),,e8f3c8813,Merge #11442: [Docs] Update OpenBSD Build Instructions for OpenBSD 6.2,,FALSE
Done (Merged to dashpay),,2631d55f6,Merge #11573: [Util] Update tinyformat.h,,FALSE
Done (Merged to dashpay),,e1f6a2a80,Merge #11565: Make listsinceblock refuse unknown block hash,,FALSE
Done (Merged to dashpay),,c95832da8,Merge #11571: Fixed a couple small grammatical errors.,,FALSE
Done (Merged to dashpay),,db2f83ed4,Merge #11511: [Init] Remove redundant exit(EXIT_FAILURE) instances and replace with return false,,FALSE
Done (Merged to dashpay),,cffa5ee13,Merge #11531: Check that new headers are not a descendant of an invalid block (more effeciently),,FALSE
Done (Merged to dashpay),,1b8c88451,Merge #11376: Ensure backupwallet fails when attempting to backup to source file,,FALSE
Done (Merged to dashpay),,bfb270acf,Merge #11590: [Wallet] always show help-line of wallet encryption calls,,FALSE
Done (Merged to dashpay),,7008b0700,Merge #11593: rpc: work-around an upstream libevent bug,,FALSE
Done (Merged to dashpay),,2f959a587,Merge #11560: Connect to a new outbound peer if our tip is stale,,FALSE
DNM (Did Not Merge),,0cc987639,Merge #11607: Add Gitian PGP key: Sjors,,FALSE
Done (Merged to dashpay),,0e707919f,Merge #11611: [build] Don't fail when passed --disable-lcov and lcov isn't available,,FALSE
Done (Merged to dashpay),,ffc0b1150,Merge #11480: [ui] Add toggle for unblinding password fields,,FALSE
