Status,Status,Commit Hash,Message,Notes,Problem
Done (Merged to dashpay),,776fa60c4,Merge #13631: Add CMerkleTx::IsImmatureCoinBase method,,FALSE
,,4cef8e059,Merge #13429: Return the script type from Solver,,FALSE
Done (Merged to dashpay),,021dce935,Merge #13946: p2p: Clarify control flow in ProcessMessage,,FALSE
Done (Merged to dashpay),,6f5372a17,Merge #13961: util: Replace boost::signals2 with std::function,,FALSE
Done (Merged to dashpay),,f6eb85d17,Merge #13707: tests: Add usage note to check-rpc-mappings.py,,FALSE
DNM (Did Not Merge),,6516b3673,"Merge #12676: Show ""bip125-replaceable"" flag, when retrieving mempool entries",,FALSE
Done (Merged to dashpay),,91186e598,Merge #13083: Add compile time checking for cs_main runtime locking assertions,,FALSE
Done (Merged to dashpay),,683838b7e,Merge #14063: Move cs_main locking annotations from .cpp to .h,,FALSE
Done (Merged to dashpay),,111728354,Merge #14069: qa: Use assert not BOOST_CHECK_* from multithreaded tests,,FALSE
Done (Merged to dashpay),,c775dc4a9,Merge #12254: BIP 158: Compact Block Filters for Light Clients,,FALSE
,,427253cf7,Merge #14062: build: generate MSVC project files via python script,,FALSE
Done (Merged to dashpay),,e8061831e,Merge #14071: qa: Stop txindex thread before calling destructor,,FALSE
Done (Merged to dashpay),,deed63f6f,Merge #14056: Docs: Fix help message typo optiona -> optional,,FALSE
Done (Merged to dashpay),,0ae15bd05,Merge #14036: travis: Run unit tests --with-sanitizers=undefined,,FALSE
Done (Merged to dashpay),,cb98effc5,"Merge #14031: Make IS_TRIVIALLY_CONSTRUCTIBLE consistent on GCC < 5, don't patch clang",,FALSE
Done (Merged to dashpay),,4a1a2148f,Merge #14030: Remove ambiguity in construction of prevector,,FALSE
Done (Merged to dashpay),,e13a820f9,Merge #13861: test: Add testing of value_ret for SelectCoinsBnB,,FALSE
,P_Staged (merged to Pasta local repo),666749046,Merge #13987: Report minfeefilter value in getpeerinfo rpc,,FALSE
Done (Merged to dashpay),,51a73c986,Merge #13935: contrib: Adjust output to current test format,,FALSE
Done (Merged to dashpay),,ca4510c15,Merge #13863: travis: move script sections to files in `.travis/` subject to shellcheck,,FALSE
DNM (Did Not Merge),,794e55be1,Merge #14081: travis: fix missing differentiation between UNIT and FUNCTIONAL tests,changes unused travis script,FALSE
,B_Staged (merged to Pravin local repo),f180e81d5,Merge #14023: Remove accounts rpcs,,FALSE
Done (Merged to dashpay),,dd3420461,"Merge #13769: Mark single-argument constructors ""explicit""",,FALSE
Done (Merged to dashpay),,fea4e9eca,Merge #13767: Remove redundant assignments (dead stores),,FALSE
,,0df9b0aed,Merge #14042: travis: add CXXFLAGS=-Wno-psabi at ARM job,,FALSE
Done (Merged to dashpay),,ee9e6e7c5,Merge #14051: [Tests] Make combine_logs.py handle multi-line logs,,FALSE
Done (Merged to dashpay),,aa39ca764,Merge #13723: PSBT key path cleanups,,FALSE
DNM (Did Not Merge),,8e9f85141,Merge #14052: qa: Add some actual witness in rpc_rawtransaction,,FALSE
,,5de338ec7,"Merge #14055: fix walletcreatefundedpsbt deriv paths, add test",,FALSE
Done (Merged to dashpay),,13887f41f,Merge #14093: tests: Fix accidental trunction from int to bool,,FALSE
Done (Merged to dashpay),,2ddce35ab,Merge #13862: utils: drop boost::interprocess::file_lock,,FALSE
Done (Merged to dashpay),,5924dadc2,Merge #13671: Remove the boost/algorithm/string/case_conv.hpp dependency,,FALSE
Done (Merged to dashpay),,b0eb8f7ed,Merge #14028: Explicitly initialize prevector _union,,FALSE
Done (Merged to dashpay),,1361f8bab,Merge #14020: Add tests for RPC help,,FALSE
Done (Merged to dashpay),,888acefa5,Merge #13792: tx pool: Avoid passing redundant hash into addUnchecked (scripted-diff),,FALSE
Done (Merged to dashpay),,4e9a6f87b,Merge #14097: validation: Log FormatStateMessage on ConnectBlock error in ConnectTip,,FALSE
Done (Merged to dashpay),,be301a577,Merge #14103: docs: Fix broken Doxygen comments,,FALSE
Done (Merged to dashpay),,6c7cfc8da,Merge #13126: util: Add Clang thread safety annotations for variables guarded by cs_args,,FALSE
,,07033a8f9,Merge #13825: [wallet] Kill accounts,,FALSE
Done (Merged to dashpay),,48ed386fa,Merge #13724: [contrib] Support ARM and RISC-V symbol check,,FALSE
Done (Merged to dashpay),,0c9bea5a0,Merge #14037: Add README.md to linux release tarballs,,FALSE
Done (Merged to dashpay),,104aad156,Merge #14101: qa: Use named args in validation acceptance tests,,FALSE
Done (Merged to dashpay),,bb0277819,Merge #13159: Don't close old debug log file handle prematurely when trying to re-open (on SIGHUP),,FALSE
Done (Merged to dashpay),,3f9690844,Merge #14073: blockfilter: Avoid out-of-bounds script access.,,FALSE
Done (Merged to dashpay),,bdbd654df,Merge #14108: tests: Add missing locking annotations and locks (g_cs_orphans),,FALSE
Done (Merged to dashpay),,709a15b0a,Merge #14088: tests: Don't assert(...) with side effects,,FALSE
Done (Merged to dashpay),,b012bbe35,Merge #10605: Add AssertLockHeld assertions in CWallet::ListCoins,,FALSE
Done (Merged to dashpay),,385ad1104,"Merge #11640: Make LOCK, LOCK2, TRY_LOCK work with CWaitableCriticalSection",,FALSE
Done (Merged to dashpay),,59ecacfc8,Merge #11599: scripted-diff: Small locking rename,,FALSE
Done (Merged to dashpay),,2070a545e,Merge #14122: Test rpc_help.py failed: Check whether ZMQ is enabled or not.,,FALSE
Done (Merged to dashpay),,68f3c7eb0,Merge #14120: Notes about control port and read access to cookie,,FALSE
Done (Merged to dashpay),,e1b776eb1,Merge #14140: [Net] Switch nPrevNodeCount to vNodesSize,,FALSE
Done (Merged to dashpay),,788b8a290,Merge #14135: doc: correct GetDifficulty doc after #13288,,FALSE
Done (Merged to dashpay),,281feee7c,Merge #14129: Trivial: update clang thread-safety docs url,,FALSE
Done (Merged to dashpay),,fa616275b,Merge #14128: lint: Make sure we read the command line inputs using utf-8 decoding in python,,FALSE
Done (Merged to dashpay),,564385f4b,Merge #14094: refactoring: Remove unreferenced local variables,,FALSE
,,0f34dac67,Merge #14013: [doc] Add new regtest ports in man following #10825 ports reattributions,,FALSE
,,bdfeb5dfa,Merge #14133: gui: Favor macOS show / hide action in dock menu,,FALSE
Done (Merged to dashpay),,5c24d3b98,Merge #13249: Make objects in range declarations immutable by default. Avoid unnecessary copying of objects in range declarations.,,FALSE
,,c39fa34bf,Merge #14086: appveyor: Use clcache to speed up build,,FALSE
Done (Merged to dashpay),,97ccd2b84,Merge #14115: lint: Make all linters work under the default macOS dev environment (build-osx.md),,FALSE
Done (Merged to dashpay),,95d731d9b,Merge #14100: doc: Change documentation for =0 for non-boolean options,,FALSE
Done (Merged to dashpay),,adf27b531,Merge #13954: Warn (don't fail!) on spelling errors. Fix typos reported by codespell.,,FALSE
Done (Merged to dashpay),,a6aca8dc2,Merge #14105: util: Report parse errors in configuration file,,FALSE
,,35d7d9471,Merge #14096: Add reference documentation for descriptors language,,FALSE
Done (Merged to dashpay),,2f7ae35ce,Merge #14149: doc: Remove misleading checkpoints comment in CMainParams,,FALSE
,,4799b0932,Merge #12490: [Wallet] [RPC] Remove deprecated wallet rpc features from bitcoin_server,,FALSE
Done (Merged to dashpay),,b8cf492e8,"Merge #14153: Docs: Add disable-wallet section to OSX build instructions, update line in Unix instructions",,FALSE
Done (Merged to dashpay),,fb06eb4ef,Merge #13662: Explain when reindex-chainstate can be used instead of reindex,,FALSE
,,eea87ef53,Merge #12775: Integration of property based testing into Bitcoin Core,,FALSE
,,cb25cd6aa,"Merge #14119: qa: Read reject reasons from debug log, not p2p messages",,FALSE
Done (Merged to dashpay),,ae251fa2a,Merge #14186: bitcoin-cli: don't translate command line options,,FALSE
Done (Merged to dashpay),,fbfa2e46f,"Merge #14057: [Logging] Only log ""Using config file PATH_TO_bitcoin.conf"" message on startup if conf file exists",,FALSE
Done (Merged to dashpay),,793d2b743,Merge #14164: Update univalue subtree,,FALSE
Done (Merged to dashpay),,e5eb8ba56,Merge #14183: depends: Remove unused Qt 4 dependencies,,FALSE
DNM (Did Not Merge),,321075609,Merge #14054: p2p: Disable BIP 61 by default,,FALSE
Done (Merged to dashpay),,6eeac2e62,Merge #14138: wallet: Set encrypted_batch to nullptr after delete. Avoid double free in the case of NDEBUG.,,FALSE
Done (Merged to dashpay),,7c7bb6e77,Merge #14127: build: avoid getifaddrs when unavailable,,FALSE
,,838b85e12,Merge #14008: Preserve a format of RPC command definitions,,FALSE
Done (Merged to dashpay),,e0a4f9de7,Merge #13793: tx pool: Use class methods to hide raw map iterator impl details,,FALSE
Done (Merged to dashpay),,13c842e02,Merge #9332: Let wallet importmulti RPC accept labels for standard scriptPubKeys,,FALSE
Done (Merged to dashpay),,eb2f1bd27,Merge #14189: qa: Fix silent merge conflict in wallet_importmulti,,FALSE
Done (Merged to dashpay),,7ab2837b6,Merge #14162: gui: Also log and print messages or questions like bitcoind,,FALSE
Done (Merged to dashpay),,3783b139e,Merge #13866: utils: Use _wfopen and _wfreopen on Windows,,FALSE
,,bcffd8743,Merge #13558: Drop unused GetType() from CSizeComputer,,FALSE
Done (Merged to dashpay),,e3fec3cfa,Merge #13419: [tests] Speed up knapsack_solver_test by not recreating wallet 100 times.,,FALSE
Done (Merged to dashpay),,0de0abc85,Merge #14184: Scripts and tools: increased timeout downloading,,FALSE
Done (Merged to dashpay),,362518791,Merge #13734: gui: Drop boost::scoped_array and use wchar_t API explicitly on Windows,,FALSE
Done (Merged to dashpay),,4103cc316,Merge #14168: Remove ENABLE_WALLET from libbitcoin_server.a,,FALSE
Done (Merged to dashpay),,1c12cf607,Merge #13886: utils: run commands using utf-8 string on Windows,,FALSE
Done (Merged to dashpay),,8f464549c,Merge #14204: build: Move interfaces/* to libbitcoin_server,,FALSE
Done (Merged to dashpay),,1bfcc0696,Merge #14209: logging: Replace LogPrint macros with regular functions,,FALSE
Done (Merged to dashpay),,81b3f3c7a,Merge #14195: Pass privkey export DER compression flag correctly,,FALSE
Done (Merged to dashpay),,477f25875,Merge #14207: doc: `-help-debug` implies `-help`,,FALSE
Done (Merged to dashpay),,37b836ad0,Merge #13888: Call unicode API on Windows,,FALSE
,,288ddf4ff,Merge #14180: qa: Run all tests even if wallet is not compiled,Needs PSBT,FALSE
Done (Merged to dashpay),,ef425f69a,Merge #14199: [psbt]Remove redundant BIP174 test from rpc_psbt.json,,FALSE
Done (Merged to dashpay),,b9ed2fd02,Merge #13310: Report progress in ReplayBlocks while rolling forward,,FALSE
Done (Merged to dashpay),,962c30271,Merge #13983: rpc: Return more specific reject reason for submitblock,,FALSE
Done (Merged to dashpay),,49fd485bb,Merge #14208: [build] Actually remove ENABLE_WALLET,,FALSE
Done (Merged to dashpay),,d73205ef3,Merge #14192: utils: Convert fs::filesystem_error messages from local multibyte to utf-8 on Windows,,FALSE
Done (Merged to dashpay),,f0a6a922f,Merge #14213: Docs: Fix reference to lint-locale-dependence.sh,,FALSE
Done (Merged to dashpay),,efb11d7c0,"Merge #14179: qa: Fixups to ""Run all tests even if wallet is not compiled""",,FALSE
Done (Merged to dashpay),,a098245ec,Merge #14215: [qa] Use correct python index slices in example test,,FALSE
Done (Merged to dashpay),,f09bc7ec9,Merge #12493: [wallet] Reopen CDBEnv after encryption instead of shutting down,,FALSE
Done (Merged to dashpay),,de89eec25,Merge #14206: doc: Document -checklevel levels,,FALSE
,,c53e083a4,Merge #14212: build: Remove libssl from LDADD unless gui,Need to revisit,FALSE
Done (Merged to dashpay),,3832c25f1,Merge #14225: tests: Reorder tests and move most of extended tests up to normal tests,,FALSE
Done (Merged to dashpay),,72e358dca,Merge #14227: integer division instead of implicit double conversion,,FALSE
,,2d4749b36,"Merge #13578: [depends, zmq, doc] upgrade zeromq to 4.2.5 and avoid deprecated zeromq api functions",,FALSE
,,4901c0079,Merge #14236: qa: generate --> generatetoaddress change to allow tests run without wallet,,FALSE
Done (Merged to dashpay),,d926a87fd,Merge #14247: Fix crash bug with duplicate inputs within a transaction,,FALSE
DNM (Did Not Merge),,24f095df4,Merge #14251: doc: Add historical release notes for 0.16.3,Not Needed,FALSE
,P_Staged (merged to Pasta local repo),d26278988,Merge #13152: [rpc] Add getnodeaddresses RPC command,,FALSE
DNM (Did Not Merge),,1e5b9254a,Merge #14276: doc: Add autogen.sh in ARM Cross-compilation,Not Needed,FALSE
,Staged (merged to local repo),9a3a984bb,Merge #14272: init: Remove deprecated args from hidden args,,FALSE
Done (Merged to dashpay),,2796c6e5e,Merge #14214: convert C-style (void) parameter lists to C++ style (),,FALSE
Done (Merged to dashpay),,920c090f6,Merge #14287: tests: Use MakeUnique to construct objects owned by unique_ptrs,,FALSE
,B_Staged (merged to Pravin local repo),e798ae41e,Merge #13546: wallet: Fix use of uninitialized value bnb_used in CWallet::CreateTransaction(...),,FALSE
Done (Merged to dashpay),,f5035f9d0,Merge #14298: [REST] improve performance for JSON calls,,FALSE
Done (Merged to dashpay),,985d28cc9,Merge #14297: [RPC] Remove warning for removed estimatefee RPC,,FALSE
,B_Staged (merged to Pravin local repo),37612099e,Merge #13424: Consistently validate txid / blockhash length and encoding in rpc calls,,FALSE
,,990fc0de1,Merge #14007: tests: Run functional test on Windows and enable it on Appveyor,,FALSE
,Staged (merged to local repo),4dac24db2,Merge #13311: Don't edit Chainparams after initialization,,FALSE
Done (Merged to dashpay),,bb8c9b3f7,Merge #14275: tests: Write the notification message to different files to avoid race condition in feature_notifications.py,,FALSE
,,9f94483b7,Merge #14306: AppVeyor: Move AppVeyor YAML to dot-file-style YAML,,FALSE
Done (Merged to dashpay),,8efd87455,Merge #14281: lcov: filter /usr/lib/ from coverage reports,,FALSE
Done (Merged to dashpay),,cc7258bdf,Merge #13877: utils: Make fs::path::string() always return utf-8 string on Windows,,FALSE
Done (Merged to dashpay),,d799efe21,Merge #14310: [wallet] Ensure wallet is unlocked before signing,,FALSE
,,ae1cc010b,Merge #14282: [wallet] Remove -usehd,,FALSE
Done (Merged to dashpay),,edcf29c9d,"Merge #14305: Tests: enforce critical class instance attributes in functional tests, fix segwit test specificity",,FALSE
,,b88dd7c2d,Merge #12246: Bugfix: Only run bitcoin-tx tests when bitcoin-tx is enabled,,FALSE
Done (Merged to dashpay),,423cb3765,Merge #14027: Skip stale tip checking if outbound connections are off or if reindexing.,,FALSE
Done (Merged to dashpay),,01211cea7,Merge #14307: Consolidate redundant implementations of ParseHashStr,,FALSE
Done (Merged to dashpay),,134b42a40,Merge #14244: amount: Move CAmount CENT to unit test header,,FALSE
,,9b8bb5f14,Merge #14316: tests: exclude all tests with difference parameters in `--exclude` list,,FALSE
Done (Merged to dashpay),,af4b8a327,Merge #14217: doc: Add GitHub pr template,,FALSE
DNM (Did Not Merge),,0809e68a9,doc: Add historical release notes for 0.14.3 and 0.15.2,,FALSE
Done (Merged to dashpay),,c9327306b,Merge #14348: depends: fix bitcoin-qt back-compat with older freetype versions at runtime,,FALSE
,P_Staged (merged to Pasta local repo),011c39c29,Merge #14331: doxygen: Fix member comments,,FALSE
,,1e8f88e07,Merge #14325: [gitian] use versioned unsigned tarballs instead of generically named ones,,FALSE
DNM (Did Not Merge),,5aaf1a047,doc: Add historical release notes for 0.17.0,,FALSE
DNM (Did Not Merge),,1f59c6f3e,"doc: Remove ""temporary file"" notice from 0.17.0 release notes",,FALSE
,,bfaeb84f0,Merge #14381: test: Add missing call to skip_if_no_cli(),,FALSE
,,69a29b5a8,Merge #14264: doc: Split depends installation instructions per arch,,FALSE
Done (Merged to dashpay),,4b4e9486a,Merge #14389: travis: set codespell version to avoid breakage,,FALSE
,,4ad560dba,Merge #14393: doc: add missing apt-get install,,FALSE
Done (Merged to dashpay),,f504a1402,Merge #14395: Fix typos and cleanup,,FALSE
,,60a61611f,Merge #13883: utils: Convert Windows args to utf-8 string,,FALSE
DNM (Did Not Merge),,53f26cd11,Merge #14421: Fix path to doc/descriptors.md in 0.17 release notes,,FALSE
Done (Merged to dashpay),,2a747337a,Merge #14398: tests: Don't access out of bounds array index: array[sizeof(array)],,FALSE
Done (Merged to dashpay),,02a024245,Merge #14419: [tests] Remove rpc_zmq.py,,FALSE
,,d9acd8648,Merge #14241: appveyor: script improvement,,FALSE
Done (Merged to dashpay),,ab660c8e5,Merge #14413: tests: Allow closed rpc handler in assert_start_raises_init_error,,FALSE
,,d12e3d9ac,Merge #14324: qa: Run more tests with wallet disabled,,FALSE
Done (Merged to dashpay),,35e12e336,Merge #14428: docs: Fix macOS files description in qt/README.md,,FALSE
DNM (Did Not Merge),,d6189ff20,Merge #14390: docs: release process: RPC documentation,,FALSE
Done (Merged to dashpay),,da32bd80b,"Merge #14253: Build: during 'make clean', remove some files that are currently missed.",,FALSE
,,a89896fad,Merge #13649: test: allow arguments to be forwarded to flake8 in lint-python.sh,,FALSE
Done (Merged to dashpay),,4de0b5f39,Merge #14385: depends: qt: avoid system harfbuzz and bz2,,FALSE
Done (Merged to dashpay),,1d1417430,Merge #13115: addrman: Add Clang thread safety annotations for variables guarded by CAddrMan.cs,,FALSE
Done (Merged to dashpay),,dc8e6d04e,Merge #14455: build: unbreak `make clean`,,FALSE
Done (Merged to dashpay),,be992701b,Merge #14373: Consistency fixes for RPC descriptions,,FALSE
,,2a2cac787,Merge #14424: Stop requiring imported pubkey to sign non-PKH schemes,Breaks PSBT test,FALSE
Done (Merged to dashpay),,9bd3ff430,Merge #14383: qt: Clean system tray icon menu for '-disablewallet' mode,,FALSE
DNM (Did Not Merge),,2468471e1,"Merge #14403: qt: Revert ""Force TLS1.0+ for SSL connections""",No Changes Present,FALSE
Done (Merged to dashpay),,23419e4c4,Merge #14335: net: refactor: cleanup ThreadSocketHandler,,FALSE
Done (Merged to dashpay),,27bf14f6f,Merge #14495: build: Warn (don't fail!) on spelling errors,,FALSE
Done (Merged to dashpay),,3036faf51,Merge #14496: build: Pin to specific versions of Python packages we install from PyPI in Travis,,FALSE
Done (Merged to dashpay),,816fab9cc,Merge #14450: qt: Fix QCompleter popup regression,,FALSE
DNM (Did Not Merge),,041224a75,Merge #14472: [doc] getblocktemplate: use SegWit in example,,FALSE
Done (Merged to dashpay),,9c5f0d542,Merge #13878: utils: Add fstream wrapper to allow to pass unicode filename on Windows,,FALSE
,K_Staged (merged to Kitty local repo),d98777f30,Merge #14146: wallet: Remove trailing separators from -walletdir arg,,FALSE
Done (Merged to dashpay),,32c5f188d,Merge #14177: qt: Set C locale for amountWidget,,FALSE
Done (Merged to dashpay),,fe23553ed,"Merge #14374: qt: Add ""Blocksdir"" to Debug window",,FALSE
Done (Merged to dashpay),,3715b2489,Merge #14510: Avoid triggering undefined behaviour in base_uint<BITS>::bits(),,FALSE
Done (Merged to dashpay),,8eb2cd1dd,Merge #14291: wallet: Add ListWalletDir utility function,,FALSE
Done (Merged to dashpay),,d387507ae,Merge #14465: tests: Stop node before removing the notification file,,FALSE
Done (Merged to dashpay),,8010ded6d,Merge #14524: Trivial: fix typo,,FALSE
Done (Merged to dashpay),,b14db5aba,Merge #14513: Avoid 1 << 31 (UB) in calculation of SEQUENCE_LOCKTIME_DISABLE_FLAG,,FALSE
,P_Staged (merged to Pasta local repo),b2863c068,Merge #14426: utils: Fix broken Windows filelock,,FALSE
Done (Merged to dashpay),,dc1e54206,Merge #14474: bitcoin-tx: Use constant for n pubkeys check,,FALSE
Done (Merged to dashpay),,e754c6e33,Merge #14011: Disable wallet and address book Qt tests on macOS minimal platform,,FALSE
Done (Merged to dashpay),,91482e5bf,Merge #14460: tests: Improve 'CAmount' tests,,FALSE
DNM (Did Not Merge),,544f32343,Merge #14512: docs: Textual improvements in README.md,Not Necessary,FALSE
,,d433239a8,Merge #14456: test: forward timeouts properly in send_blocks_and_test,,FALSE
Done (Merged to dashpay),,6746a8951,Merge #14497: docs: Add doc/bitcoin-conf.md,,FALSE
,,96c409c91,"Merge #14527: qa: Revert ""Make qt wallet test compatible with qt4""",,FALSE
,,75795603d,Merge #13909: validation: Pass chainparams in AcceptToMemoryPoolWorker(...),,FALSE
Done (Merged to dashpay),,73cddb36a,Merge #14526: docs: Document lint tests,,FALSE
DNM (Did Not Merge),,5c25409d6,Merge #14161: doc/descriptors.md tweaks,Not Necessary,FALSE
,,0a8f519a0,Merge #14150: Add key origin support to descriptors,,FALSE
DNM (Did Not Merge),,b3f377daa,Merge #14511: doc: Remove explicit storage requirement from README.md,,FALSE
DNM (Did Not Merge),,3668bb335,Merge #14468: [wallet] Deprecate generate RPC method,we have equivalent ,FALSE
,P_Staged (merged to Pasta local repo),94cf1ec94,Merge #14417: Fix listreceivedbyaddress not taking address as a string,,FALSE
Done (Merged to dashpay),,5473e255f,Merge #14444: Add compile time checking for cs_main locks which we assert at run time,,FALSE
Done (Merged to dashpay),,e895fdc9f,Merge #11634: wallet: Add missing cs_wallet/cs_KeyStore locks to wallet,,FALSE
DNM (Did Not Merge),,9dda5fdf6,Merge #14296: [wallet] Remove addwitnessaddress,,FALSE
Done (Merged to dashpay),,2e15fa16c,Merge #12842: Prevent concurrent savemempool,,FALSE
,Vlad_Staged (staged to Vladimir local repo),988659011,Merge #14451: Add BIP70 deprecation warning and allow building GUI without BIP70 support,,FALSE
Done (Merged to dashpay),,a74ed3a05,Merge #14453: rpc: Fix wallet unload during walletpassphrase timeout,,FALSE
Done (Merged to dashpay),,6241eb322,Merge #14504: tests: show the progress of functional tests,,FALSE
,,2b88f67e0,Merge #14320: [bugfix] wallet: Fix duplicate fileid detection,,FALSE
Done (Merged to dashpay),,613fc95ee,Merge #14559: appveyor: Enable multiwallet tests,,FALSE
DNM (Did Not Merge),,754a00d55,Merge #14416: Fix OSX dmg issue (10.12 to 10.14),No Changes Present,FALSE
Done (Merged to dashpay),,9d4541508,Merge #14518: rpc: Always throw in getblockstats if -txindex is required,,FALSE
Done (Merged to dashpay),,d50c996a1,Merge #14561: Remove fs::relative call and fix listwalletdir tests,,FALSE
,Vlad_Staged (staged to Vladimir local repo),ae85c8d28,Merge #14568: build: Fix Qt link order for Windows build,,FALSE
Done (Merged to dashpay),,f4e4ea1ce,Merge #13515: travis: Enable qt for all jobs,,FALSE
Done (Merged to dashpay),,c70f9c0cf,Merge #14571: [tests] Test that nodes respond to getdata with notfound,,FALSE
Done (Merged to dashpay),,efaf2d85e,Merge #13783: validation: Pass tx pool reference into CheckSequenceLocks,,FALSE
,,643b25d09,Merge #14583: docs: Textual improvements in build docs,,FALSE
,P_Staged (merged to Pasta local repo),f1e2f2a85,Merge #14585: refactor: remove usage of locale dependent std::isspace,,FALSE
DNM (Did Not Merge),,29f429dc7,No Changes,,FALSE
,,b312579c6,Merge #14454: Add SegWit support to importmulti,Segwit,FALSE
Done (Merged to dashpay),,d38a5092f,Merge #14600: docs: Clarify commit message guidelines,,FALSE
DNM (Did Not Merge),,08a57d51e,"Merge #14593: gui: explicitly disable ""Dark Mode"" appearance on macOS",Same logic has already been implemented,FALSE
Done (Merged to dashpay),,6a095bc5f,Merge #14569: tests: Print dots by default in functional tests,,FALSE
,,9899e65d8,Merge #14617: FreeBSD: Document Python 3 requirement for 'gmake check',,FALSE
DNM (Did Not Merge),,f6df98984,Merge #14197: [psbt] Convert non-witness UTXOs to witness if witness sig created,,FALSE
Done (Merged to dashpay),,f69d92299,Merge #14592: doc: Add external interface consistency guarantees,,FALSE
Done (Merged to dashpay),,5049f7f7a,Merge #14625: Make clear function argument case in dev notes,,FALSE
Done (Merged to dashpay),,51e5ef397,"Merge #14377: check that a separator is found for psbt inputs, outputs, and global map",Possibly breaks PSBT,FALSE
,,c34c821e4,Merge #14631: [tests] Move deterministic address import to setup_nodes,,FALSE
Done (Merged to dashpay),,750415701,Merge #14630: test_runner: Remove travis specific code,,FALSE
Done (Merged to dashpay),,742ee2134,Merge #14528: travis: Compile once on xenial,,FALSE
Done (Merged to dashpay),,b74078868,Merge #14410: rpcwallet: 'ischange' field for 'getaddressinfo' RPC,,FALSE
Done (Merged to dashpay),,bccb4d29a,Merge #14555: Move util files to directory,,FALSE
Done (Merged to dashpay),,13d98ea0d,Merge #14647: build: Remove illegal spacing in darwin.mk,,FALSE
Done (Merged to dashpay),,69d574ac6,Merge #14554: qt: Remove unused `adjustedTime` parameter,,FALSE
